time,open,high,low,close,volume
2023-05-17 07:00:00,123.84,123.84,123.84,123.84,161
2023-05-16 19:00:00,123.46,123.46,123.46,123.46,204
2023-05-16 18:00:00,123.47,123.47,123.46,123.46,303
2023-05-16 17:00:00,123.46,123.46,123.46,123.46,435
2023-05-16 16:00:00,123.46,123.46,123.33,123.33,40716
2023-05-16 15:00:00,123.64,123.72,123.35,123.46,670399
2023-05-16 14:00:00,123.54,123.775,123.35,123.655,258509
2023-05-16 13:00:00,123.71,123.71,123.33,123.52,165312
2023-05-16 12:00:00,123.57,123.86,123.57,123.69,271619
2023-05-16 11:00:00,123.2542,123.7,123.12,123.56,380912
2023-05-16 10:00:00,122.52,123.42,122.51,123.2725,325240
2023-05-16 09:00:00,123.12,123.45,122.45,122.53,235303
2023-05-16 08:00:00,123.15,123.15,123.15,123.15,299
2023-05-16 05:00:00,123.48,123.48,123.48,123.48,100
2023-05-15 19:00:00,123.25,123.25,123.25,123.25,100
2023-05-15 18:00:00,123.36,123.36,123.36,123.36,206
2023-05-15 17:00:00,123.27,123.27,123.25,123.25,300
2023-05-15 16:00:00,123.36,123.42,123.36,123.42,71743
2023-05-15 15:00:00,123.27,123.415,123.17,123.36,549197
2023-05-15 14:00:00,123.35,123.41,123.19,123.2661,240619
2023-05-15 13:00:00,123.54,123.6881,123.19,123.34,298873
2023-05-15 12:00:00,123.19,123.55,123.13,123.535,366944
2023-05-15 11:00:00,122.93,123.22,122.89,123.1925,278054
2023-05-15 10:00:00,122.55,123.03,122.38,122.9335,334654
2023-05-15 09:00:00,122.84,123.13,122.34,122.56,333375
2023-05-15 08:00:00,122.95,123.0,122.84,122.84,1861
2023-05-15 07:00:00,123.22,123.22,123.0,123.0,2376
2023-05-15 06:00:00,123.49,123.6,123.36,123.5,3844
2023-05-15 05:00:00,123.5,123.5,123.36,123.36,860
2023-05-12 19:00:00,122.65,122.76,122.65,122.75,2116
2023-05-12 18:00:00,122.63,122.83,122.6,122.83,3487
2023-05-12 17:00:00,122.51,122.8377,122.51,122.74,1479
2023-05-12 16:00:00,122.84,122.84,122.5,122.83,49104
2023-05-12 15:00:00,122.22,122.86,122.15,122.84,1029611
2023-05-12 14:00:00,121.85,122.24,121.78,122.22,386771
2023-05-12 13:00:00,121.96,122.31,121.745,121.86,416160
2023-05-12 12:00:00,121.59,122.1,121.53,121.98,403287
2023-05-12 11:00:00,121.49,121.66,121.28,121.57,516623
2023-05-12 10:00:00,121.17,121.57,121.11,121.489,568885
2023-05-12 09:00:00,121.1,121.55,121.1,121.23,354478
2023-05-12 08:00:00,121.2,121.22,121.17,121.17,1738
2023-05-12 07:00:00,121.0,121.2,121.0,121.2,691
2023-05-11 19:00:00,120.95,121.0,120.95,121.0,813
2023-05-11 18:00:00,120.9999,121.0,120.9999,121.0,468
2023-05-11 17:00:00,121.0,121.0,121.0,121.0,100
2023-05-11 16:00:00,120.9,121.0345,120.86,120.86,36447
2023-05-11 15:00:00,121.06,121.15,120.87,120.89,649315
2023-05-11 14:00:00,120.8101,121.1,120.6914,121.06,304324
2023-05-11 13:00:00,121.09,121.1,120.575,120.79,336740
2023-05-11 12:00:00,121.16,121.33,121.01,121.09,201473
2023-05-11 11:00:00,121.11,121.29,120.885,121.14,304012
2023-05-11 10:00:00,120.81,121.18,120.55,121.09,444558
2023-05-11 09:00:00,121.92,122.24,120.71,120.7984,393560
2023-05-11 08:00:00,122.02,122.25,121.96,122.01,1859
2023-05-11 07:00:00,122.39,122.39,122.39,122.39,667
2023-05-10 19:00:00,122.02,122.02,121.91,121.91,642
2023-05-10 18:00:00,122.02,122.02,122.02,122.02,100
2023-05-10 17:00:00,122.02,122.1,122.02,122.02,1512
2023-05-10 16:00:00,122.02,122.14,122.0,122.0,57897
2023-05-10 15:00:00,121.85,122.49,121.84,122.02,950185
2023-05-10 14:00:00,121.43,121.86,121.406,121.86,300896
2023-05-10 13:00:00,121.31,121.46,121.1,121.4,244864
2023-05-10 12:00:00,121.62,121.85,121.25,121.32,299853
2023-05-10 11:00:00,121.49,121.78,121.48,121.615,357745
2023-05-10 10:00:00,121.78,122.0,121.12,121.49,490976
2023-05-10 09:00:00,121.85,122.435,121.49,121.761,482479
2023-05-10 08:00:00,121.0,121.97,121.0,121.89,8971
2023-05-10 07:00:00,121.14,121.2,121.14,121.2,567
2023-05-10 04:00:00,121.22,121.22,121.0,121.0,355
2023-05-09 19:00:00,121.25,121.25,121.24,121.25,1600
2023-05-09 18:00:00,121.12,121.25,121.12,121.25,678
2023-05-09 17:00:00,121.2,121.2,121.17,121.17,567
2023-05-09 16:00:00,121.17,121.25,121.15,121.24,42249
2023-05-09 15:00:00,121.1888,121.395,121.08,121.17,784903
2023-05-09 14:00:00,121.47,121.5,121.01,121.18,379671
2023-05-09 13:00:00,121.35,121.552,121.22,121.47,493081
2023-05-09 12:00:00,120.97,121.42,120.94,121.35,349422
2023-05-09 11:00:00,121.12,121.19,120.66,120.99,558826
2023-05-09 10:00:00,121.535,121.607,120.89,121.1,667744
2023-05-09 09:00:00,122.14,122.3,120.89,121.5328,639174
2023-05-09 08:00:00,122.0,122.3,121.9,122.25,3717
2023-05-09 07:00:00,121.95,122.1,121.95,121.96,5349
2023-05-09 06:00:00,121.87,121.95,121.87,121.95,580
2023-05-09 05:00:00,121.73,121.74,121.73,121.74,590
2023-05-09 04:00:00,122.5,122.5,121.92,121.92,1247
2023-05-08 19:00:00,121.78162093951032,121.83094520882563,121.732296670195,121.76189123178419,1808
2023-05-08 18:00:00,121.76189123178419,121.76189123178419,121.732296670195,121.732296670195,2147
2023-05-08 17:00:00,121.83094520882563,121.83094520882563,121.63463461695068,121.732296670195,844
2023-05-08 16:00:00,121.732296670195,121.732296670195,121.53499959293374,121.53499959293374,32385
2023-05-08 15:00:00,121.90986403973012,121.91479646666166,121.62338868354678,121.72243181633193,780872
2023-05-08 14:00:00,121.31797280794636,121.97891801677157,121.13054058454817,121.89999918586706,597105
2023-05-08 13:00:00,121.06148660750672,121.33770251567249,121.00229748432834,121.31304038101482,298129
2023-05-08 12:00:00,121.24891883090491,121.26440665146993,120.89378409183466,121.05162175364366,334832
2023-05-08 11:00:00,121.51526988520762,121.63364813156437,121.06148660750672,121.26864853863106,482137
2023-05-08 10:00:00,122.03810713994994,122.10716111699138,121.34756736953555,121.50540503134455,424232
2023-05-08 09:00:00,122.2847284865265,122.38337702515715,121.55472930065986,122.05783684767607,344727
2023-05-08 08:00:00,122.52148497924003,122.63986322559677,122.27486363266345,122.38337702515715,7183
2023-05-08 07:00:00,122.32418790197876,122.32418790197876,122.32418790197876,122.32418790197876,325
2023-05-08 04:00:00,122.04797199381301,122.04797199381301,122.04797199381301,122.04797199381301,252
2023-05-05 19:00:00,121.94932345518183,121.978918016771,121.94932345518183,121.978918016771,551
2023-05-05 18:00:00,121.94932345518183,121.94932345518183,121.94932345518183,121.94932345518183,155
2023-05-05 17:00:00,121.94932345518183,121.94932345518183,121.94932345518183,121.94932345518183,106
2023-05-05 16:00:00,121.978918016771,122.09729626312775,121.80391550924027,121.978918016771,97376
2023-05-05 15:00:00,122.21567450948451,122.31432304811513,121.90986403972956,122.02824228608632,714982
2023-05-05 14:00:00,121.7421615240575,122.3061352194088,121.69283725474219,122.21074208255298,383857
2023-05-05 13:00:00,121.45499562810373,121.86053977041425,121.43635105430255,121.73229667019444,515487
2023-05-05 12:00:00,121.86053977041425,121.88026947814038,121.14533786534221,121.45114833509714,423974
2023-05-05 11:00:00,122.0005220467311,122.14662053244307,121.66038188553271,121.86951678742965,395516
2023-05-05 10:00:00,122.27486363266289,122.42283644060882,121.7125669624683,121.98878287063407,999482
2023-05-05 09:00:00,121.81121550109894,122.4031067328827,121.44621590816561,122.2452690710737,428196
2023-05-05 08:00:00,121.23905397704131,121.78162093950975,120.91351379956022,121.59418871611156,10326
2023-05-05 07:00:00,121.15027029227373,121.15027029227373,121.15027029227373,121.15027029227373,203
2023-05-05 06:00:00,121.18972970772597,121.18972970772597,121.18972970772597,121.18972970772597,106
