Player,G,PTS,TRB,AST,STL,BLK,TOV,FGA,FG,FTA,FT,3PA,3P,PER
Markieff Morris,35,4.07,2.14,0.96,0.32,0.11,0.54,3.54,1.39,0.32,0.32,2.14,0.86,0.14
Markieff Morris,27,4.36,2.67,1.09,0.36,0.24,0.61,3.64,1.45,0.48,0.48,2.18,0.85,0.22
Markieff Morris,8,5.64,1.88,1.0,0.13,0.0,0.63,5.14,2.26,0.0,0.0,3.51,1.25,0.64
Monte Morris,62,6.25,2.06,3.22,0.42,0.12,0.61,5.04,2.43,0.73,0.61,2.0,0.79,0.14
Trey Murphy III,79,11.63,2.89,1.12,0.88,0.4,0.64,8.1,3.93,1.92,1.76,5.05,2.09,0.15
Dejounte Murray,74,16.29,4.21,4.85,1.19,0.24,1.75,14.14,6.59,2.07,1.67,4.13,1.43,0.23
Jamal Murray,65,17.43,3.49,5.4,0.87,0.17,1.92,13.95,6.36,2.88,2.44,5.75,2.27,0.27
Keegan Murray,80,9.65,3.64,0.95,0.63,0.4,0.63,7.75,3.48,0.79,0.63,4.98,2.06,0.13
Mike Muscala,63,4.62,2.43,0.61,0.15,0.3,0.3,3.49,1.59,0.61,0.45,2.5,0.99,0.09
Mike Muscala,43,6.56,3.28,0.95,0.32,0.42,0.32,4.97,2.22,0.95,0.74,3.49,1.37,0.19
Mike Muscala,20,8.19,4.72,0.83,0.28,0.42,0.69,6.24,2.91,0.97,0.69,4.58,1.8,0.5
Svi Mykhailiuk,32,7.44,1.83,1.83,0.54,0.11,0.86,5.82,2.59,1.29,0.86,3.34,1.4,0.23
Svi Mykhailiuk,13,1.98,0.62,0.12,0.12,0.0,0.25,1.11,0.62,0.5,0.25,0.99,0.62,0.15
Svi Mykhailiuk,19,12.68,2.87,3.23,0.84,0.24,1.44,10.17,4.43,2.15,1.44,5.62,2.27,0.63
Larry Nance Jr.,65,5.08,4.04,1.35,0.67,0.45,0.45,3.51,2.17,0.9,0.6,0.45,0.15,0.15
Andrew Nembhard,75,5.53,1.57,2.62,0.52,0.12,0.99,5.01,2.21,0.47,0.41,2.04,0.7,0.09
Aaron Nesmith,73,7.72,2.9,0.99,0.61,0.38,0.76,6.19,2.67,1.45,1.22,3.28,1.22,0.11
Raul Neto,48,2.39,0.72,1.16,0.29,0.07,0.36,1.67,0.87,0.51,0.43,0.65,0.22,0.07
Georges Niang,78,4.61,1.35,0.56,0.22,0.11,0.39,3.6,1.57,0.34,0.28,2.75,1.12,0.06
Daishen Nix,57,3.33,1.41,1.91,0.42,0.08,1.25,3.49,1.16,0.5,0.33,2.08,0.58,0.06
Zeke Nnaji,53,4.53,2.26,0.26,0.26,0.35,0.52,3.22,1.83,1.04,0.7,1.04,0.26,0.1
Nerlens Noel,17,2.86,3.68,0.82,1.23,0.82,1.09,2.86,1.09,0.95,0.68,0.14,0.14,0.37
Nerlens Noel,14,3.03,3.42,0.66,1.19,0.79,0.79,2.77,1.19,0.92,0.66,0.13,0.13,0.46
Nerlens Noel,3,1.09,3.27,1.09,1.09,0.33,1.85,2.18,0.33,0.76,0.33,0.0,0.0,0.9
Jaylen Nowell,65,7.6,1.83,1.41,0.42,0.07,0.7,6.75,3.03,1.06,0.84,2.53,0.7,0.11
Frank Ntilikina,47,2.27,1.02,0.94,0.23,0.08,0.47,2.19,0.78,0.55,0.39,1.1,0.31,0.05
Kendrick Nunn,70,4.01,0.9,0.73,0.23,0.06,0.51,3.61,1.52,0.34,0.28,1.81,0.62,0.05
Kendrick Nunn,39,7.28,1.52,0.98,0.33,0.11,0.87,6.95,2.82,0.54,0.43,3.48,1.2,0.13
Kendrick Nunn,31,9.25,2.1,2.22,0.62,0.12,1.36,7.89,3.58,0.74,0.74,3.82,1.48,0.28
Jusuf NurkiÄ‡,52,17.91,12.26,3.91,1.08,1.08,3.1,13.07,6.73,4.98,3.23,3.1,1.08,0.48
Jordan Nwora,62,6.99,2.97,1.12,0.32,0.16,0.88,5.78,2.49,1.12,0.88,2.73,1.12,0.11
Jordan Nwora,38,6.84,3.53,1.14,0.34,0.23,1.03,5.93,2.28,1.25,1.14,3.08,1.25,0.19
Jordan Nwora,24,17.16,6.2,2.77,0.66,0.4,1.72,13.6,6.47,2.38,1.72,5.94,2.51,0.74
Royce O'Neale,76,7.51,4.35,3.16,0.77,0.51,1.28,6.66,2.56,0.77,0.6,4.7,1.79,0.15
Chuma Okeke,27,6.38,4.89,1.9,0.95,0.54,0.81,6.11,2.17,1.09,0.81,4.34,1.36,0.35
Josh Okogie,72,3.85,1.85,0.79,0.42,0.26,0.48,3.06,1.21,1.43,1.0,1.43,0.48,0.06
Onyeka Okongwu,80,8.13,5.91,0.82,0.57,1.07,0.82,5.09,3.28,2.05,1.56,0.16,0.08,0.16
Isaac Okoro,76,2.94,1.15,0.51,0.32,0.18,0.28,2.16,1.06,0.64,0.46,1.06,0.37,0.05
KZ Okpala,35,1.27,0.98,0.39,0.2,0.2,0.2,1.07,0.49,0.2,0.2,0.59,0.2,0.07
Victor Oladipo,42,14.05,3.94,4.59,1.84,0.39,2.76,12.6,4.99,2.49,1.84,6.56,2.23,0.33
Kelly Olynyk,68,14.06,6.97,4.16,1.01,0.56,2.81,9.22,4.61,3.82,3.26,3.94,1.57,0.28
Eugene Omoruyi,40,7.46,2.98,0.75,0.75,0.11,0.96,6.07,2.66,2.02,1.38,2.34,0.64,0.17
Eugene Omoruyi,23,5.96,2.8,0.61,0.73,0.0,0.85,4.99,2.31,1.46,0.85,1.58,0.36,0.26
Eugene Omoruyi,17,12.62,4.55,1.3,1.04,0.26,1.43,10.28,4.42,3.64,2.6,4.42,1.3,0.68
Cedi Osman,77,3.81,1.01,0.66,0.22,0.04,0.31,3.02,1.36,0.61,0.44,1.8,0.66,0.05
Kelly Oubre Jr.,48,26.64,6.82,1.44,1.84,0.52,1.71,22.44,9.71,5.64,4.33,9.32,3.02,0.45
Chris Paul,59,9.96,3.08,6.37,1.07,0.29,1.36,8.09,3.58,1.93,1.65,3.15,1.22,0.25
Cameron Payne,48,9.55,2.04,4.17,0.65,0.19,1.58,8.72,3.62,1.21,0.93,3.62,1.3,0.2
Gary Payton II,22,5.87,3.96,1.79,1.28,0.26,0.89,3.96,2.42,0.38,0.38,1.53,0.77,0.48
Gary Payton II,15,5.04,3.2,1.84,1.35,0.12,0.98,3.32,1.97,0.37,0.37,1.35,0.74,0.61
Gary Payton II,7,3.66,2.76,0.71,0.58,0.38,0.38,2.57,1.54,0.26,0.19,0.83,0.38,0.94
Theo Pinson,40,2.12,1.41,1.06,0.18,0.0,0.26,1.94,0.71,0.26,0.26,1.41,0.53,0.08
Scotty Pippen Jr.,6,2.69,0.82,0.35,0.35,0.23,0.35,2.34,0.82,1.76,0.94,0.59,0.23,0.29
Mason Plumlee,79,6.6,5.44,1.89,0.37,0.37,0.92,3.73,2.57,2.44,1.53,0.0,0.0,0.15
Mason Plumlee,56,11.11,8.83,3.37,0.55,0.55,1.46,6.47,4.28,4.19,2.55,0.0,0.0,0.35
Mason Plumlee,23,9.97,9.17,2.26,0.66,0.66,1.73,5.05,3.72,3.32,2.53,0.0,0.0,0.82
Jakob Poeltl,72,12.51,9.11,2.7,0.9,1.2,1.7,8.61,5.41,2.8,1.7,0.0,0.0,0.28
Jakob Poeltl,46,16.61,12.35,4.25,1.1,1.51,2.88,11.53,7.14,3.84,2.33,0.0,0.0,0.59
Jakob Poeltl,26,17.33,12.04,2.91,1.59,1.72,1.46,11.64,7.67,3.7,2.12,0.0,0.0,1.1
Aleksej Pokusevski,34,12.23,7.1,2.87,0.91,1.96,1.96,11.02,4.83,1.51,0.91,4.68,1.66,0.48
Jordan Poole,82,18.85,2.5,4.16,0.74,0.28,2.86,14.42,6.19,4.71,4.07,7.21,2.4,0.18
Kevin Porter Jr.,59,23.6,6.51,7.01,1.72,0.37,3.93,18.44,8.11,5.53,4.3,7.99,2.95,0.41
Michael Porter Jr.,62,21.81,6.89,1.25,0.75,0.63,1.38,16.55,8.02,2.38,1.88,9.15,3.76,0.34
