Player,G,PTS,TRB,AST,STL,BLK,TOV,FGA,FG,FTA,FT,3PA,3P,PER
Ben McLemore,53,7.7,1.9,0.7,0.4,0.2,0.8,6.9,2.5,1.0,0.7,5.3,1.8,0.1
Ben McLemore,32,7.4,2.1,0.9,0.6,0.1,0.9,7.0,2.5,1.0,0.7,5.2,1.7,0.17
Ben McLemore,21,8.0,1.6,0.5,0.1,0.3,0.7,6.7,2.6,1.0,0.8,5.4,2.0,0.26
NicolÃ² Melli,45,3.0,2.7,1.0,0.3,0.1,0.3,3.1,1.0,0.6,0.4,1.9,0.5,0.1
NicolÃ² Melli,22,2.0,2.6,1.1,0.4,0.0,0.3,2.7,0.7,0.3,0.3,1.7,0.3,0.17
NicolÃ² Melli,23,4.0,2.8,0.8,0.2,0.1,0.2,3.6,1.3,0.8,0.6,2.1,0.7,0.23
De'Anthony Melton,52,9.1,3.1,2.5,1.2,0.6,1.3,7.6,3.3,1.0,0.8,4.1,1.7,0.21
Sam Merrill,30,3.0,1.0,0.7,0.3,0.0,0.3,2.4,1.1,0.1,0.1,1.6,0.7,0.11
Chimezie Metu,36,6.3,3.1,0.8,0.4,0.5,0.8,5.0,2.5,1.2,0.9,1.0,0.4,0.21
Khris Middleton,68,20.4,6.0,5.4,1.1,0.1,2.6,15.8,7.5,3.5,3.1,5.4,2.2,0.32
Darius Miller,18,4.1,1.3,1.2,0.7,0.3,0.4,2.7,1.2,0.7,0.7,2.3,0.9,0.32
Patty Mills,68,10.8,1.7,2.4,0.6,0.0,1.0,9.0,3.7,1.1,1.0,6.3,2.4,0.13
Paul Millsap,56,9.0,4.7,1.8,0.9,0.6,0.9,7.2,3.4,1.8,1.3,2.6,0.9,0.21
Shake Milton,63,13.0,2.3,3.1,0.6,0.3,1.6,10.6,4.8,2.8,2.3,3.2,1.1,0.18
Donovan Mitchell,53,26.4,4.4,5.2,1.0,0.3,2.8,20.6,9.0,6.0,5.0,8.7,3.4,0.41
Adam Mokoka,14,1.1,0.4,0.4,0.1,0.1,0.4,1.4,0.5,0.1,0.0,0.7,0.1,0.05
Malik Monk,42,11.7,2.4,2.1,0.5,0.1,1.3,9.5,4.1,1.7,1.4,5.0,2.0,0.23
E'Twaun Moore,27,4.9,1.7,1.5,0.6,0.2,0.9,4.5,2.0,0.5,0.4,1.3,0.4,0.2
Ja Morant,63,19.1,4.0,7.4,0.9,0.2,3.2,15.2,6.8,5.9,4.3,3.8,1.2,0.29
Juwan Morgan,29,1.2,1.0,0.3,0.1,0.0,0.1,1.0,0.5,0.2,0.1,0.4,0.1,0.07
Marcus Morris,57,13.4,4.1,1.0,0.6,0.3,1.0,10.2,4.8,1.6,1.3,5.2,2.5,0.22
Markieff Morris,61,6.7,4.4,1.2,0.4,0.3,0.9,6.2,2.5,0.8,0.6,3.4,1.1,0.13
Monte Morris,47,10.2,2.0,3.2,0.7,0.3,0.7,8.2,4.0,1.6,1.2,2.9,1.1,0.24
Mychal Mulder,60,5.6,1.0,0.4,0.2,0.2,0.3,4.4,2.0,0.4,0.2,3.6,1.4,0.08
Dejounte Murray,67,15.7,7.1,5.4,1.5,0.1,1.7,14.5,6.6,2.0,1.6,3.0,0.9,0.3
Jamal Murray,48,21.2,4.0,4.8,1.3,0.3,2.3,16.5,7.9,3.2,2.8,6.6,2.7,0.42
Mike Muscala,35,9.7,3.8,0.8,0.2,0.3,0.6,7.6,3.4,1.0,0.9,5.3,1.9,0.28
Svi Mykhailiuk,66,8.5,2.5,1.7,0.8,0.2,1.3,7.7,3.2,0.8,0.6,4.8,1.6,0.12
Svi Mykhailiuk,36,6.9,2.1,1.6,0.8,0.2,1.1,6.2,2.3,0.8,0.7,4.8,1.6,0.18
Svi Mykhailiuk,30,10.3,3.0,1.8,0.8,0.2,1.6,9.4,4.1,0.7,0.5,4.8,1.6,0.3
Abdel Nader,24,6.7,2.6,0.8,0.4,0.4,0.8,4.8,2.4,1.5,1.2,1.8,0.8,0.31
Larry Nance Jr.,35,9.3,6.7,3.1,1.7,0.5,1.6,7.8,3.7,1.4,0.9,3.3,1.2,0.43
Aaron Nesmith,46,4.7,2.8,0.5,0.3,0.2,0.5,3.9,1.7,0.6,0.5,2.3,0.9,0.12
Raul Neto,64,8.7,2.4,2.3,1.1,0.1,0.8,7.0,3.3,1.3,1.2,2.6,1.0,0.16
Georges Niang,72,6.9,2.4,0.8,0.3,0.1,0.7,5.6,2.5,0.3,0.3,4.1,1.7,0.09
Zeke Nnaji,42,3.2,1.5,0.2,0.2,0.1,0.2,2.5,1.2,0.4,0.3,1.4,0.6,0.09
Nerlens Noel,64,5.1,6.4,0.7,1.1,2.2,1.0,3.5,2.1,1.1,0.8,0.0,0.0,0.2
Jaylen Nowell,42,9.0,2.3,1.5,0.5,0.3,0.7,8.0,3.4,1.3,1.1,3.6,1.2,0.19
Frank Ntilikina,33,2.7,0.9,0.6,0.5,0.1,0.3,2.4,0.9,0.5,0.2,1.5,0.7,0.08
Kendrick Nunn,56,14.6,3.2,2.6,0.9,0.3,1.4,11.8,5.7,1.1,1.0,5.7,2.2,0.25
James Nunnally,9,1.7,1.0,0.3,0.0,0.0,0.2,1.4,0.6,0.2,0.1,1.3,0.4,0.21
Jusuf NurkiÄ‡,37,11.5,9.0,3.4,1.0,1.1,2.0,9.0,4.6,3.1,1.9,0.8,0.3,0.5
David Nwaba,30,9.2,3.9,1.0,1.0,0.7,0.6,7.3,3.5,2.3,1.6,2.1,0.6,0.36
Jordan Nwora,30,5.7,2.0,0.2,0.5,0.2,0.8,4.5,2.1,0.8,0.6,2.1,0.9,0.17
Royce O'Neale,71,7.0,6.8,2.5,0.8,0.5,1.2,5.5,2.5,0.6,0.5,3.9,1.5,0.19
Semi Ojeleye,56,4.6,2.6,0.7,0.3,0.0,0.4,3.9,1.6,0.6,0.4,2.8,1.0,0.09
Jahlil Okafor,27,5.4,2.4,0.5,0.2,0.2,0.8,3.8,2.3,0.9,0.6,0.3,0.1,0.23
Chuma Okeke,45,7.8,4.0,2.2,1.1,0.5,0.8,7.2,3.0,0.9,0.7,3.1,1.1,0.23
Josh Okogie,59,5.4,2.6,1.1,0.9,0.5,0.7,4.3,1.7,1.8,1.4,1.8,0.5,0.12
Onyeka Okongwu,50,4.6,3.3,0.4,0.5,0.7,0.6,3.0,1.9,1.1,0.7,0.1,0.0,0.15
Isaac Okoro,67,9.6,3.1,1.9,0.9,0.4,1.3,8.3,3.5,2.3,1.7,3.2,0.9,0.14
KZ Okpala,37,2.5,1.8,0.5,0.3,0.3,0.4,2.6,1.0,0.4,0.2,1.4,0.3,0.09
Victor Oladipo,33,19.8,4.8,4.6,1.4,0.4,2.5,17.5,7.1,4.2,3.2,7.2,2.4,0.52
Victor Oladipo,9,20.0,5.7,4.2,1.7,0.2,2.0,16.9,7.1,4.1,3.0,7.7,2.8,2.1
Victor Oladipo,20,21.2,4.8,5.0,1.2,0.5,2.6,19.1,7.8,4.2,3.3,7.7,2.5,0.89
Victor Oladipo,4,12.0,3.5,3.5,1.8,0.5,3.5,10.8,4.0,4.5,3.0,4.3,1.0,2.38
Cameron Oliver,4,10.8,5.3,1.3,0.5,1.0,0.8,8.3,4.8,1.0,0.3,3.3,1.0,3.48
Kelly Olynyk,70,13.5,7.0,2.9,1.1,0.6,1.8,10.0,4.8,2.5,2.1,5.3,1.8,0.25
Kelly Olynyk,43,10.0,6.1,2.1,0.9,0.6,1.3,8.7,3.8,0.9,0.7,5.7,1.8,0.31
Kelly Olynyk,27,19.0,8.4,4.1,1.4,0.6,2.6,11.9,6.5,5.0,4.2,4.6,1.8,0.91
Miye Oni,54,1.9,1.6,0.5,0.2,0.1,0.3,1.8,0.6,0.1,0.1,1.6,0.6,0.05
